Interessado;UF;Regioes;Tipo Interesse;Tipo Operação;Finalidade;Tipo Credor;Credor;Moeda;Valor;N Processo;Status;Data;Analisado
Santa Cruz de Minas;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;100.000,00;17944.102405/2017-81;Deferido;04/12/2017;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;480.000,00;17944.000057/2012-01;Deferido;03/04/2012;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;120.000,00;17944.000058/2012-48;Deferido;03/04/2012;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;650.000,00;17944.001104/2013-15;Deferido;08/10/2013;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;447.000,00;19406.000132/2008-62;Deferido;26/03/2008;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;19406.000281/2002-36;Deferido;31/10/2002;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.994.900,00;17944.000991/2015-68;Deferido;19/11/2015;STN
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;450.000,00;PVL02.000901/2018-19;Deferido (PVL-IF);22/05/2018;Instituição Financeira
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.500.000,00;PVL02.003907/2019-29;Deferido (PVL-IF);07/05/2020;Instituição Financeira
Santa Cruz de Monte Castelo;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.500.000,00;PVL02.005724/2021-62;Deferido (PVL-IF);23/03/2022;Instituição Financeira
Santa Cruz do Capibaribe;PE;Nordeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;573.400,00;17944.001398/2008-18;Arquivado por decurso de prazo;04/06/2008;STN
Santa Cruz do Escalvado;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;126.750,00;17944.000929/2008-47;Arquivado;02/10/2008;STN
Santa Cruz do Rio Pardo;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;3.150.315,53;17944.000152/2014-69;Deferido;28/05/2014;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.188.513,00;19406.000081/2006-15;Deferido;19/04/2006;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.850.000,00;19406.000147/2007-40;Deferido;06/06/2007;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul;Real;1.500.000,00;19406.000153/2003-73;Deferido;28/11/2003;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.240.000,00;19406.000252/2006-06;Deferido;23/06/2006;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;349.900,00;19406.000487/2009-32;Deferido;04/05/2010;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;4.000.000,00;17944.000097/2016-79;Arquivado a pedido;03/03/2016;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;9.000.000,00;17944.000096/2016-24;Deferido;06/06/2016;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;7.378.000,00;17944.103345/2018-02;Deferido;26/04/2018;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;4.800.000,00;PVL02.000723/2019-15;Deferido (PVL-IF);18/10/2019;Instituição Financeira
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;15.000.000,00;17944.102140/2019-82;Deferido;24/06/2019;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Segurança pública;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;PVL02.006746/2019-25;Deferido (PVL-IF);28/10/2019;Instituição Financeira
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.000.000,00;PVL02.009381/2019-91;Deferido (PVL-IF);16/01/2020;Instituição Financeira
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;4.905.532,00;PVL02.000574/2020-10;Deferido (PVL-IF);02/03/2020;Instituição Financeira
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;59.800.000,00;17944.100838/2020-05;Deferido;09/03/2020;STN
Santa Cruz do Sul;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;100.000.000,00;17944.103219/2022-26;Deferido;11/08/2022;STN
Santa Efigênia de Minas;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;PVL02.001529/2021-63;Deferido (PVL-IF);24/09/2021;Instituição Financeira
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;800.000,00;17944.000665/2014-70;Deferido;23/05/2014;STN
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;625.000,00;17944.000707/2012-19;Deferido;05/06/2012;STN
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;470.000,00;19406.000023/2010-60;Deferido;08/04/2010;STN
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;315.000,00;19406.000146/2008-86;Deferido;14/05/2008;STN
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;280.000,00;19406.000359/2006-46;Deferido;06/02/2007;STN
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;17944.000338/2016-80;Deferido;11/04/2016;STN
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;4.230.000,00;PVL02.000467/2021-72;Deferido (PVL-IF);15/07/2021;Instituição Financeira
Santa Fé;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;245.000,00;PVL02.000468/2021-17;Deferido (PVL-IF);15/07/2021;Instituição Financeira
Santa Fé de Minas;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000,00;17944.000596/2016-66;Deferido;27/05/2016;STN
Santa Fé de Minas;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;PVL02.003048/2019-78;Deferido (PVL-IF);05/03/2020;Instituição Financeira
Santa Fé do Araguaia;TO;Norte;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;426.200,00;17944.000601/2008-21;Arquivado;29/08/2008;STN
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.150.000,00;17944.000389/2006-30;Deferido;28/04/2006;STN
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;350.000,00;17944.000788/2004-39;Deferido;02/07/2004;STN
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;172.700,00;17944.000951/2008-97;Deferido;24/10/2008;STN
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.000.000,00;PVL02.002322/2018-19;Deferido (PVL-IF);26/11/2018;Instituição Financeira
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.200.000,00;PVL02.002323/2018-55;Deferido (PVL-IF);26/11/2018;Instituição Financeira
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.000.000,00;PVL02.002325/2018-44;Deferido (PVL-IF);26/11/2018;Instituição Financeira
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.000.000,00;PVL02.009480/2019-72;Deferido (PVL-IF);11/03/2020;Instituição Financeira
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;6.000.000,00;17944.101394/2021-06;Deferido;12/05/2021;STN
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.000.000,00;PVL02.001999/2021-27;Deferido (PVL-IF);23/09/2021;Instituição Financeira
Santa Fé do Sul;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.800.000,00;PVL02.003362/2022-56;Deferido (PVL-IF);20/04/2022;Instituição Financeira
Santa Gertrudes;SP;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.337.452,00;17944.000390/2006-64;Arquivado;05/05/2006;STN
Santa Gertrudes;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;2.100.000,00;17944.000454/2012-75;Deferido;13/06/2012;STN
Santa Gertrudes;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.500.000,00;17944.101264/2020-84;Deferido;31/03/2020;STN
Santa Helena;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;719.600,00;19406.000070/2008-99;Deferido;27/03/2008;STN
Santa Helena;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;19406.000583/2007-19;Deferido;28/12/2007;STN
Santa Helena;SC;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.500.000,00;17944.100222/2020-26;Encaminhado à PGFN com manifestação técnica favorável;24/04/2020;STN
Santa Helena de Goiás;GO;Centro Oeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;15.000.000,00;17944.101842/2022-44;Deferido;23/06/2022;STN
Santa Helena de Minas;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;137.150,00;00000.000000/0050-70;Devolvido;03/12/2009;STN
Santa Inês;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;400.000,00;PVL02.001476/2019-66;Deferido (PVL-IF);28/11/2019;Instituição Financeira
Santa Inês;BA;Nordeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.142.000,00;17944.102384/2021-80;Arquivado a pedido;04/11/2021;STN
Santa Inês;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.600.000,00;PVL02.001684/2021-80;Deferido (PVL-IF);04/05/2022;Instituição Financeira
Santa Inês;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;4.900.000,00;PVL02.003784/2021-41;Deferido (PVL-IF);09/11/2021;Instituição Financeira
Santa Isabel;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;800.000,00;17944.000707/2010-49;Arquivado;24/01/2011;STN
Santa Isabel;GO;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;240.750,00;17944.000831/2008-90;Arquivado;04/08/2008;STN
Santa Isabel;SP;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;598.800,00;17944.001039/2008-52;Arquivado;12/03/2009;STN
Santa Isabel do Ivaí;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;370.000,00;19406.000143/2003-38;Deferido;15/10/2003;STN
Santa Isabel do Ivaí;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.530.000,00;17944.000712/2016-47;Deferido;15/06/2016;STN
Santa Isabel do Ivaí;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;3.000.000,00;17944.101722/2017-80;Deferido;14/11/2017;STN
Santa Isabel do Ivaí;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.500.000,00;PVL02.001532/2019-62;Deferido (PVL-IF);02/10/2019;Instituição Financeira
Santa Isabel do Ivaí;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;4.700.000,00;PVL02.001256/2021-57;Deferido (PVL-IF);03/01/2022;Instituição Financeira
Santa Izabel do Oeste;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.650.000,00;17944.000547/2013-81;Deferido;16/07/2013;STN
Santa Izabel do Oeste;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;849.000,00;19406.000143/2010-67;Deferido;16/04/2010;STN
Santa Izabel do Oeste;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;225.000,00;19406.000644/2006-67;Deferido;13/10/2006;STN
Santa Izabel do Oeste;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.770.000,00;17944.000592/2015-05;Deferido;30/07/2015;STN
Santa Izabel do Oeste;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.500.000,00;PVL02.001479/2019-08;Deferido (PVL-IF);02/07/2020;Instituição Financeira
